model,word,layer,n_layers,stratum,representation,n,accuracy,accuracy_sd
llama-3-8b,defend,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,defend,14,28,all,context,10,0.8,0.2449489742783178
qwen2.5-7b,defend,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,defend,14,28,all,combined,10,0.9,0.20000000000000004
llama-3-8b,destruction,16,32,all,context,10,0.2,0.4
llama-3-8b,destruction,16,32,all,target,10,0.3,0.4
llama-3-8b,destruction,16,32,all,combined,10,0.3,0.4
qwen2.5-7b,destruction,14,28,all,context,10,0.3,0.39999999999999997
qwen2.5-7b,destruction,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,destruction,14,28,all,combined,10,0.3,0.4
llama-3-8b,detail,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,detail,16,32,all,target,10,0.1,0.2
llama-3-8b,detail,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,detail,14,28,all,context,10,0.6,0.20000000000000004
qwen2.5-7b,detail,14,28,all,target,10,0.1,0.2
qwen2.5-7b,detail,14,28,all,combined,10,0.5,0.31622776601683794
llama-3-8b,disaster,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,disaster,16,32,all,target,10,0.4,0.20000000000000004
llama-3-8b,disaster,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,disaster,14,28,all,context,10,0.2,0.4
qwen2.5-7b,disaster,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,disaster,14,28,all,combined,10,0.3,0.4
llama-3-8b,discrimination,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,discrimination,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,discrimination,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,discrimination,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,discrimination,14,28,all,target,10,0.9,0.2
qwen2.5-7b,discrimination,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,distinction,16,32,all,context,10,0.8,0.2449489742783178
llama-3-8b,distinction,16,32,all,target,10,1.0,0.0
llama-3-8b,distinction,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,distinction,14,28,all,context,10,0.6,0.2
qwen2.5-7b,distinction,14,28,all,target,10,0.9,0.2
qwen2.5-7b,distinction,14,28,all,combined,10,0.8,0.2449489742783178
llama-3-8b,drinking,16,32,all,context,10,0.6,0.20000000000000004
llama-3-8b,drinking,16,32,all,target,10,0.5,0.0
llama-3-8b,drinking,16,32,all,combined,10,0.5,0.0
qwen2.5-7b,drinking,14,28,all,context,10,0.6,0.20000000000000004
qwen2.5-7b,drinking,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,drinking,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,drove,16,32,all,context,10,0.0,0.0
llama-3-8b,drove,16,32,all,target,10,0.3,0.24494897427831783
llama-3-8b,drove,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,drove,14,28,all,context,10,0.0,0.0
qwen2.5-7b,drove,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,drove,14,28,all,combined,10,0.1,0.2
llama-3-8b,earn,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,earn,16,32,all,target,10,0.5,0.4472135954999579
llama-3-8b,earn,16,32,all,combined,10,0.6,0.37416573867739417
qwen2.5-7b,earn,14,28,all,context,10,0.8,0.2449489742783178
qwen2.5-7b,earn,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,earn,14,28,all,combined,10,0.7,0.4
llama-3-8b,eat,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,eat,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,eat,16,32,all,combined,10,0.2,0.4
qwen2.5-7b,eat,14,28,all,context,10,0.3,0.4
qwen2.5-7b,eat,14,28,all,target,10,0.4,0.48989794855663565
qwen2.5-7b,eat,14,28,all,combined,10,0.2,0.4
llama-3-8b,emerged,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,emerged,16,32,all,target,10,0.4,0.48989794855663565
llama-3-8b,emerged,16,32,all,combined,10,0.2,0.4
qwen2.5-7b,emerged,14,28,all,context,10,0.4,0.20000000000000004
qwen2.5-7b,emerged,14,28,all,target,10,0.4,0.48989794855663565
qwen2.5-7b,emerged,14,28,all,combined,10,0.3,0.4
llama-3-8b,evil,16,32,all,context,10,0.1,0.2
llama-3-8b,evil,16,32,all,target,10,0.3,0.4
llama-3-8b,evil,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,evil,14,28,all,context,10,0.0,0.0
qwen2.5-7b,evil,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,evil,14,28,all,combined,10,0.1,0.2
llama-3-8b,examined,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,examined,16,32,all,target,10,0.7,0.4
llama-3-8b,examined,16,32,all,combined,10,0.5,0.4472135954999579
qwen2.5-7b,examined,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,examined,14,28,all,target,10,0.7,0.4
qwen2.5-7b,examined,14,28,all,combined,10,0.5,0.4472135954999579
llama-3-8b,extended,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,extended,16,32,all,target,10,0.7,0.4
llama-3-8b,extended,16,32,all,combined,10,0.7,0.4
qwen2.5-7b,extended,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,extended,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,extended,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,factor,16,32,all,context,10,0.1,0.2
llama-3-8b,factor,16,32,all,target,10,0.4,0.48989794855663565
llama-3-8b,factor,16,32,all,combined,10,0.3,0.4
qwen2.5-7b,factor,14,28,all,context,10,0.2,0.4
qwen2.5-7b,factor,14,28,all,target,10,0.3,0.4
qwen2.5-7b,factor,14,28,all,combined,10,0.2,0.4
llama-3-8b,faith,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,faith,16,32,all,target,10,0.2,0.4
llama-3-8b,faith,16,32,all,combined,10,0.4,0.37416573867739417
qwen2.5-7b,faith,14,28,all,context,10,0.4,0.20000000000000004
qwen2.5-7b,faith,14,28,all,target,10,0.2,0.4
qwen2.5-7b,faith,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,features,16,32,all,context,10,0.7,0.4
llama-3-8b,features,16,32,all,target,10,1.0,0.0
llama-3-8b,features,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,features,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,features,14,28,all,target,10,0.9,0.20000000000000004
qwen2.5-7b,features,14,28,all,combined,10,0.9,0.20000000000000004
llama-3-8b,feeding,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,feeding,16,32,all,target,10,0.5,0.31622776601683794
llama-3-8b,feeding,16,32,all,combined,10,0.6,0.37416573867739417
qwen2.5-7b,feeding,14,28,all,context,10,0.7,0.4
qwen2.5-7b,feeding,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,feeding,14,28,all,combined,10,0.5,0.4472135954999579
llama-3-8b,flesh,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,flesh,16,32,all,target,10,0.4,0.20000000000000004
llama-3-8b,flesh,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,flesh,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,flesh,14,28,all,target,10,0.3,0.24494897427831783
qwen2.5-7b,flesh,14,28,all,combined,10,0.5,0.4472135954999579
llama-3-8b,fraction,16,32,all,context,10,0.7,0.4
llama-3-8b,fraction,16,32,all,target,10,0.9,0.2
llama-3-8b,fraction,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,fraction,14,28,all,context,10,0.8,0.2449489742783178
qwen2.5-7b,fraction,14,28,all,target,10,1.0,0.0
qwen2.5-7b,fraction,14,28,all,combined,10,1.0,0.0
llama-3-8b,frequencies,16,32,all,context,10,0.9,0.2
llama-3-8b,frequencies,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,frequencies,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,frequencies,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,frequencies,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,frequencies,14,28,all,combined,10,0.8,0.2449489742783178
llama-3-8b,generation,16,32,all,context,10,0.0,0.0
llama-3-8b,generation,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,generation,16,32,all,combined,10,0.3,0.39999999999999997
qwen2.5-7b,generation,14,28,all,context,10,0.0,0.0
qwen2.5-7b,generation,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,generation,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,government,16,32,all,context,10,0.6,0.2
llama-3-8b,government,16,32,all,target,10,0.4,0.20000000000000004
llama-3-8b,government,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,government,14,28,all,context,10,0.6,0.2
qwen2.5-7b,government,14,28,all,target,10,0.5,0.0
qwen2.5-7b,government,14,28,all,combined,10,0.6,0.2
llama-3-8b,granted,16,32,all,context,10,0.1,0.2
llama-3-8b,granted,16,32,all,target,10,0.3,0.24494897427831783
llama-3-8b,granted,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,granted,14,28,all,context,10,0.3,0.39999999999999997
qwen2.5-7b,granted,14,28,all,target,10,0.2,0.4
qwen2.5-7b,granted,14,28,all,combined,10,0.2,0.4
llama-3-8b,greek,16,32,all,context,10,0.0,0.0
llama-3-8b,greek,16,32,all,target,10,0.4,0.20000000000000004
llama-3-8b,greek,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,greek,14,28,all,context,10,0.0,0.0
qwen2.5-7b,greek,14,28,all,target,10,0.4,0.20000000000000004
qwen2.5-7b,greek,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,head,16,32,all,context,10,0.5,0.0
llama-3-8b,head,16,32,all,target,10,0.9,0.2
llama-3-8b,head,16,32,all,combined,10,0.9,0.2
qwen2.5-7b,head,14,28,all,context,10,0.6,0.37416573867739417
qwen2.5-7b,head,14,28,all,target,10,0.9,0.2
qwen2.5-7b,head,14,28,all,combined,10,0.7,0.4
llama-3-8b,honor,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,honor,16,32,all,target,10,0.5,0.0
llama-3-8b,honor,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,honor,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,honor,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,honor,14,28,all,combined,10,0.1,0.20000000000000004
llama-3-8b,horizon,16,32,all,context,10,0.7,0.2449489742783178
llama-3-8b,horizon,16,32,all,target,10,0.7,0.4
llama-3-8b,horizon,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,horizon,14,28,all,context,10,0.6,0.20000000000000004
qwen2.5-7b,horizon,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,horizon,14,28,all,combined,10,0.9,0.2
llama-3-8b,host,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,host,16,32,all,target,10,0.9,0.20000000000000004
llama-3-8b,host,16,32,all,combined,10,0.9,0.20000000000000004
qwen2.5-7b,host,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,host,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,host,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,hurry,16,32,all,context,10,0.8,0.4
llama-3-8b,hurry,16,32,all,target,10,0.1,0.2
llama-3-8b,hurry,16,32,all,combined,10,0.6,0.48989794855663565
qwen2.5-7b,hurry,14,28,all,context,10,0.9,0.2
qwen2.5-7b,hurry,14,28,all,target,10,0.0,0.0
qwen2.5-7b,hurry,14,28,all,combined,10,0.7,0.4
llama-3-8b,identified,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,identified,16,32,all,target,10,0.5,0.31622776601683794
llama-3-8b,identified,16,32,all,combined,10,0.4,0.20000000000000004
qwen2.5-7b,identified,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,identified,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,identified,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,illusion,16,32,all,context,10,0.5,0.4472135954999579
llama-3-8b,illusion,16,32,all,target,10,0.5,0.31622776601683794
llama-3-8b,illusion,16,32,all,combined,10,0.4,0.48989794855663565
qwen2.5-7b,illusion,14,28,all,context,10,0.4,0.48989794855663565
qwen2.5-7b,illusion,14,28,all,target,10,0.5,0.4472135954999579
qwen2.5-7b,illusion,14,28,all,combined,10,0.4,0.48989794855663565
llama-3-8b,illustrated,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,illustrated,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,illustrated,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,illustrated,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,illustrated,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,illustrated,14,28,all,combined,10,0.6,0.2
llama-3-8b,image,16,32,all,context,10,0.2,0.4
llama-3-8b,image,16,32,all,target,10,0.2,0.4
llama-3-8b,image,16,32,all,combined,10,0.2,0.4
qwen2.5-7b,image,14,28,all,context,10,0.2,0.4
qwen2.5-7b,image,14,28,all,target,10,0.2,0.4
qwen2.5-7b,image,14,28,all,combined,10,0.2,0.4
llama-3-8b,imagine,16,32,all,context,10,0.0,0.0
llama-3-8b,imagine,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,imagine,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,imagine,14,28,all,context,10,0.0,0.0
qwen2.5-7b,imagine,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,imagine,14,28,all,combined,10,0.1,0.20000000000000004
llama-3-8b,immediately,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,immediately,16,32,all,target,10,0.7,0.4
llama-3-8b,immediately,16,32,all,combined,10,0.7,0.4
qwen2.5-7b,immediately,14,28,all,context,10,0.8,0.2449489742783178
qwen2.5-7b,immediately,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,immediately,14,28,all,combined,10,0.7,0.4
llama-3-8b,impressed,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,impressed,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,impressed,16,32,all,combined,10,0.3,0.24494897427831783
qwen2.5-7b,impressed,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,impressed,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,impressed,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,injury,16,32,all,context,10,0.5,0.0
llama-3-8b,injury,16,32,all,target,10,0.7,0.2449489742783178
llama-3-8b,injury,16,32,all,combined,10,0.6,0.2
qwen2.5-7b,injury,14,28,all,context,10,0.5,0.0
qwen2.5-7b,injury,14,28,all,target,10,0.7,0.2449489742783178
qwen2.5-7b,injury,14,28,all,combined,10,0.5,0.0
llama-3-8b,inspired,16,32,all,context,10,0.1,0.20000000000000004
llama-3-8b,inspired,16,32,all,target,10,0.0,0.0
llama-3-8b,inspired,16,32,all,combined,10,0.0,0.0
qwen2.5-7b,inspired,14,28,all,context,10,0.1,0.20000000000000004
qwen2.5-7b,inspired,14,28,all,target,10,0.0,0.0
qwen2.5-7b,inspired,14,28,all,combined,10,0.0,0.0
llama-3-8b,issue,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,issue,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,issue,16,32,all,combined,10,0.7,0.4
qwen2.5-7b,issue,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,issue,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,issue,14,28,all,combined,10,0.7,0.4
llama-3-8b,jumped,16,32,all,context,10,0.4,0.2
llama-3-8b,jumped,16,32,all,target,10,0.3,0.24494897427831783
llama-3-8b,jumped,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,jumped,14,28,all,context,10,0.5,0.4472135954999579
qwen2.5-7b,jumped,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,jumped,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,killing,16,32,all,context,10,0.0,0.0
llama-3-8b,killing,16,32,all,target,10,0.5,0.0
llama-3-8b,killing,16,32,all,combined,10,0.3,0.24494897427831783
qwen2.5-7b,killing,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,killing,14,28,all,target,10,0.7,0.2449489742783178
qwen2.5-7b,killing,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,knife,16,32,all,context,10,0.3,0.4
llama-3-8b,knife,16,32,all,target,10,0.2,0.24494897427831783
llama-3-8b,knife,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,knife,14,28,all,context,10,0.5,0.4472135954999579
qwen2.5-7b,knife,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,knife,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,legs,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,legs,16,32,all,target,10,0.7,0.2449489742783178
llama-3-8b,legs,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,legs,14,28,all,context,10,0.5,0.4472135954999579
qwen2.5-7b,legs,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,legs,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,located,16,32,all,context,10,0.7,0.2449489742783178
llama-3-8b,located,16,32,all,target,10,0.9,0.20000000000000004
llama-3-8b,located,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,located,14,28,all,context,10,0.6,0.37416573867739417
qwen2.5-7b,located,14,28,all,target,10,0.7,0.2449489742783178
qwen2.5-7b,located,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,maximum,16,32,all,context,10,0.1,0.2
llama-3-8b,maximum,16,32,all,target,10,0.1,0.2
llama-3-8b,maximum,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,maximum,14,28,all,context,10,0.1,0.2
qwen2.5-7b,maximum,14,28,all,target,10,0.0,0.0
qwen2.5-7b,maximum,14,28,all,combined,10,0.0,0.0
llama-3-8b,metal,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,metal,16,32,all,target,10,0.5,0.31622776601683794
llama-3-8b,metal,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,metal,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,metal,14,28,all,target,10,0.3,0.24494897427831783
qwen2.5-7b,metal,14,28,all,combined,10,0.3,0.24494897427831783
llama-3-8b,nature,16,32,all,context,10,0.1,0.2
llama-3-8b,nature,16,32,all,target,10,0.8,0.4
llama-3-8b,nature,16,32,all,combined,10,0.5,0.4472135954999579
qwen2.5-7b,nature,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,nature,14,28,all,target,10,1.0,0.0
qwen2.5-7b,nature,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,newspapers,16,32,all,context,10,0.1,0.20000000000000004
llama-3-8b,newspapers,16,32,all,target,10,0.1,0.20000000000000004
llama-3-8b,newspapers,16,32,all,combined,10,0.1,0.20000000000000004
qwen2.5-7b,newspapers,14,28,all,context,10,0.1,0.20000000000000004
qwen2.5-7b,newspapers,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,newspapers,14,28,all,combined,10,0.1,0.2
llama-3-8b,nuclear,16,32,all,context,10,0.9,0.2
llama-3-8b,nuclear,16,32,all,target,10,0.9,0.20000000000000004
llama-3-8b,nuclear,16,32,all,combined,10,0.9,0.20000000000000004
qwen2.5-7b,nuclear,14,28,all,context,10,0.8,0.2449489742783178
qwen2.5-7b,nuclear,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,nuclear,14,28,all,combined,10,0.9,0.20000000000000004
llama-3-8b,off,16,32,all,context,10,0.4,0.2
llama-3-8b,off,16,32,all,target,10,0.7,0.2449489742783178
llama-3-8b,off,16,32,all,combined,10,0.6,0.2
qwen2.5-7b,off,14,28,all,context,10,0.4,0.2
qwen2.5-7b,off,14,28,all,target,10,0.9,0.2
qwen2.5-7b,off,14,28,all,combined,10,0.7,0.4
llama-3-8b,on,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,on,16,32,all,target,10,1.0,0.0
llama-3-8b,on,16,32,all,combined,10,0.9,0.20000000000000004
qwen2.5-7b,on,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,on,14,28,all,target,10,0.9,0.20000000000000004
qwen2.5-7b,on,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,operation,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,operation,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,operation,16,32,all,combined,10,0.6,0.37416573867739417
qwen2.5-7b,operation,14,28,all,context,10,0.7,0.2449489742783178
qwen2.5-7b,operation,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,operation,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,oppose,16,32,all,context,10,0.0,0.0
llama-3-8b,oppose,16,32,all,target,10,0.1,0.20000000000000004
llama-3-8b,oppose,16,32,all,combined,10,0.0,0.0
qwen2.5-7b,oppose,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,oppose,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,oppose,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,otherwise,16,32,all,context,10,0.3,0.24494897427831783
llama-3-8b,otherwise,16,32,all,target,10,0.4,0.37416573867739417
llama-3-8b,otherwise,16,32,all,combined,10,0.4,0.20000000000000004
qwen2.5-7b,otherwise,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,otherwise,14,28,all,target,10,0.4,0.37416573867739417
qwen2.5-7b,otherwise,14,28,all,combined,10,0.5,0.31622776601683794
llama-3-8b,outlook,16,32,all,context,10,0.6,0.37416573867739417
llama-3-8b,outlook,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,outlook,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,outlook,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,outlook,14,28,all,target,10,0.8,0.2449489742783178
qwen2.5-7b,outlook,14,28,all,combined,10,0.7,0.2449489742783178
llama-3-8b,path,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,path,16,32,all,target,10,0.6,0.20000000000000004
llama-3-8b,path,16,32,all,combined,10,0.6,0.48989794855663565
qwen2.5-7b,path,14,28,all,context,10,0.2,0.24494897427831783
qwen2.5-7b,path,14,28,all,target,10,0.6,0.37416573867739417
qwen2.5-7b,path,14,28,all,combined,10,0.5,0.4472135954999579
llama-3-8b,peace,16,32,all,context,10,0.0,0.0
llama-3-8b,peace,16,32,all,target,10,0.1,0.2
llama-3-8b,peace,16,32,all,combined,10,0.0,0.0
qwen2.5-7b,peace,14,28,all,context,10,0.0,0.0
qwen2.5-7b,peace,14,28,all,target,10,0.3,0.39999999999999997
qwen2.5-7b,peace,14,28,all,combined,10,0.0,0.0
llama-3-8b,physical,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,physical,16,32,all,target,10,0.6,0.37416573867739417
llama-3-8b,physical,16,32,all,combined,10,0.5,0.4472135954999579
qwen2.5-7b,physical,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,physical,14,28,all,target,10,0.8,0.4000000000000001
qwen2.5-7b,physical,14,28,all,combined,10,0.3,0.4
llama-3-8b,place,16,32,all,context,10,0.3,0.39999999999999997
llama-3-8b,place,16,32,all,target,10,1.0,0.0
llama-3-8b,place,16,32,all,combined,10,0.9,0.20000000000000004
qwen2.5-7b,place,14,28,all,context,10,0.6,0.2
qwen2.5-7b,place,14,28,all,target,10,0.9,0.20000000000000004
qwen2.5-7b,place,14,28,all,combined,10,0.9,0.20000000000000004
llama-3-8b,plans,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,plans,16,32,all,target,10,1.0,0.0
llama-3-8b,plans,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,plans,14,28,all,context,10,0.3,0.24494897427831783
qwen2.5-7b,plans,14,28,all,target,10,0.7,0.2449489742783178
qwen2.5-7b,plans,14,28,all,combined,10,0.6,0.37416573867739417
llama-3-8b,plenty,16,32,all,context,10,0.5,0.31622776601683794
llama-3-8b,plenty,16,32,all,target,10,0.6,0.2
llama-3-8b,plenty,16,32,all,combined,10,0.6,0.2
qwen2.5-7b,plenty,14,28,all,context,10,0.3,0.39999999999999997
qwen2.5-7b,plenty,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,plenty,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,preserve,16,32,all,context,10,0.1,0.2
llama-3-8b,preserve,16,32,all,target,10,0.1,0.2
llama-3-8b,preserve,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,preserve,14,28,all,context,10,0.2,0.4
qwen2.5-7b,preserve,14,28,all,target,10,0.1,0.2
qwen2.5-7b,preserve,14,28,all,combined,10,0.1,0.2
llama-3-8b,president,16,32,all,context,10,0.4,0.20000000000000004
llama-3-8b,president,16,32,all,target,10,0.9,0.2
llama-3-8b,president,16,32,all,combined,10,0.8,0.2449489742783178
qwen2.5-7b,president,14,28,all,context,10,0.1,0.2
qwen2.5-7b,president,14,28,all,target,10,1.0,0.0
qwen2.5-7b,president,14,28,all,combined,10,0.9,0.20000000000000004
llama-3-8b,pretending,16,32,all,context,10,0.4,0.37416573867739417
llama-3-8b,pretending,16,32,all,target,10,0.1,0.2
llama-3-8b,pretending,16,32,all,combined,10,0.1,0.2
qwen2.5-7b,pretending,14,28,all,context,10,0.5,0.31622776601683794
qwen2.5-7b,pretending,14,28,all,target,10,0.2,0.24494897427831783
qwen2.5-7b,pretending,14,28,all,combined,10,0.4,0.20000000000000004
llama-3-8b,principles,16,32,all,context,10,0.6,0.2
llama-3-8b,principles,16,32,all,target,10,1.0,0.0
llama-3-8b,principles,16,32,all,combined,10,0.7,0.2449489742783178
qwen2.5-7b,principles,14,28,all,context,10,0.5,0.0
qwen2.5-7b,principles,14,28,all,target,10,1.0,0.0
qwen2.5-7b,principles,14,28,all,combined,10,0.9,0.2
llama-3-8b,proceed,16,32,all,context,10,0.3,0.4
llama-3-8b,proceed,16,32,all,target,10,0.6,0.2
llama-3-8b,proceed,16,32,all,combined,10,0.2,0.24494897427831783
qwen2.5-7b,proceed,14,28,all,context,10,0.3,0.39999999999999997
qwen2.5-7b,proceed,14,28,all,target,10,0.5,0.31622776601683794
qwen2.5-7b,proceed,14,28,all,combined,10,0.2,0.24494897427831783
llama-3-8b,profession,16,32,all,context,10,0.1,0.2
llama-3-8b,profession,16,32,all,target,10,0.8,0.2449489742783178
llama-3-8b,profession,16,32,all,combined,10,0.5,0.31622776601683794
qwen2.5-7b,profession,14,28,all,context,10,0.1,0.2
qwen2.5-7b,profession,14,28,all,target,10,0.9,0.20000000000000004
qwen2.5-7b,profession,14,28,all,combined,10,0.4,0.37416573867739417
llama-3-8b,project,16,32,all,context,10,0.2,0.24494897427831783
llama-3-8b,project,16,32,all,target,10,1.0,0.0
llama-3-8b,project,16,32,all,combined,10,1.0,0.0
qwen2.5-7b,project,14,28,all,context,10,0.4,0.37416573867739417
qwen2.5-7b,project,14,28,all,target,10,1.0,0.0
qwen2.5-7b,project,14,28,all,combined,10,0.9,0.2
llama-3-8b,provided,16,32,all,context,10,0.4,0.2
llama-3-8b,provided,16,32,all,target,10,0.5,0.31622776601683794
